PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $280,571.00 ",1404.0,0.0,2014.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,335000.0,2025-10-23,0.0,Residential,31.0,335000.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $280,571.00 ",1404.0,0.0,2014.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,335000.0,2025-10-23,0.0,Land Sales,31.0,335000.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $280,571.00 ",1404.0,0.0,2014.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,2023-06-14,0.0,Land Sales,31.0,0.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $280,571.00 ",1404.0,0.0,2014.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,335000.0,2025-10-23,0.0,Land Sales,31.0,335000.0
Single Family Res,0.5,RESIDENTIAL,V," $70,000.00 "," $317,595.00 ",1156.0,0.0,2008.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,400.0,2.0,,,,,,,,,,,,,,,,,375000.0,2025-05-08,0.0,Residential,30.0,375000.0
Single Family Res,0.5,RESIDENTIAL,V," $70,000.00 "," $317,595.00 ",1156.0,0.0,2008.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,400.0,2.0,,,,,,,,,,,,,,,,,375000.0,2025-05-08,0.0,Land Sales,30.0,375000.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $283,540.00 ",1748.0,0.0,1999.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,349250.0,2025-03-18,0.0,Residential,27.0,349250.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $283,540.00 ",1748.0,0.0,1999.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,349250.0,2025-03-18,0.0,Land Sales,27.0,349250.0
Single Family Res,0.46,RESIDENTIAL,V," $70,000.00 "," $347,235.00 ",1200.0,0.0,2008.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,624.0,2.0,,,,,,,,,,,,,,,,,360000.0,2025-08-26,0.0,Residential,30.0,360000.0
Single Family Res,0.46,RESIDENTIAL,V," $70,000.00 "," $347,235.00 ",1200.0,0.0,2008.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,624.0,2.0,,,,,,,,,,,,,,,,,360000.0,2025-08-26,0.0,Land Sales,30.0,360000.0
Manufactured Home,0.5,RESIDENTIAL,V," $70,000.00 "," $208,144.00 ",1501.0,0.0,2008.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,240000.0,2024-06-24,0.0,Residential,31.0,240000.0
